기준년월,"	HSK품목코드","	수출입구분코드","	수산물수출입품목명","	수출입구분명","	당월 수출입중량","	당월 수출입미화금액","	당해 누계 수출입중량","	당해 누계 수출입미화금액","	데이터기준일자	"
201703,301994090,E,돔(기타),수출,213,3570,734,11265,2017-03-30
201703,301995000,E,붕장어(활어),수출,140046,1881811,436174,5401233,2017-03-30
201703,301998000,E,넙치(활어),수출,208453,3340398,686149,10089405,2017-03-30
201703,301999010,E,능성어(활어),수출,220,11527,618,16606,2017-03-30
201703,301999020,E,복어(활어),수출,0,0,1909,24304,2017-03-30
201703,301999040,E,볼락(적어포함/활어),수출,182,3392,875,12236,2017-03-30
201703,301999059,E,농어(기타),수출,20,315,20,315,2017-03-30
201703,301999060,E,숭어(활어),수출,3239,56844,5226,83509,2017-03-30
201703,301999070,E,미꾸라지(활어),수출,221,3227,630,9734,2017-03-30
201703,301999091,E,노래미(활어),수출,45,845,48,935,2017-03-30
201703,301999099,E,기타어류(활어),수출,232,5071,29216,90246,2017-03-30
201703,302190000,E,연어(송어/태평양연어 기타/간장/어란/신선/냉장/어육제외),수출,79,938,291,4737,2017-03-30
201703,302210000,E,넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외),수출,29885,390622,70611,1015691,2017-03-30
201703,302220000,E,가자미(간장/ 어란제외/신선/ 냉장/피레트/어육제외),수출,138,1761,138,1761,2017-03-30
201703,302240000,E,터벗(신선 또는 냉장)(프세타 맥시마),수출,2808,71876,7339,181757,2017-03-30
201703,302290000,E,기타 넙치류(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외),수출,1428,18451,4798,55951,2017-03-30
201703,302330000,E,가다랑어 또는 줄무늬버니토우(신선/냉장),수출,0,0,1360,2862,2017-03-30
201703,302352000,E,태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스),수출,620,3612,939,4718,2017-03-30
201703,302360000,E,남방참다랑어(터너스 맥코이/신선/냉장),수출,54476,406696,58760,419494,2017-03-30
201703,302390000,E,기타(신선/냉장),수출,442606,1747309,466149,1884865,2017-03-30
201703,302410000,E,청어(신선 또는 냉장)(클루페아 하렌구스/클루페아 팔라시),수출,3540,1270,18720,7780,2017-03-30
201703,302420000,E,멸치(신선 또는 냉장)(엔그라울리스종),수출,12,31,12,31,2017-03-30
201703,302440000,E,고등어(신선 또는 냉장)(스콤버-스콤브루스/오스트랄시쿠스/자포니쿠스)),수출,3130,22720,18954,167789,2017-03-30
201703,302450000,E,전갱이(신선 또는 냉장)(트라커러스종),수출,0,0,5,37,2017-03-30
201703,302491000,E,삼치[스콤버로모러스(Scomberomorus)종],수출,99023,778886,139688,1064174,2017-03-30
201703,302492000,E,병어[팜푸스(Pampus)종],수출,172,2942,226,3947,2017-03-30
201703,302499000,E,기타,수출,50,672,855,2671,2017-03-30
201703,302510000,E,대구(신선 또는 냉장)(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수출,0,0,30,369,2017-03-30
201703,302740000,E,뱀장어(신선 또는 냉장)(앵귈라종),수출,3,114,3,114,2017-03-30
201703,302820000,E,가오리와 홍어(라지대과)(신선 또는 냉장),수출,75,1997,251,6595,2017-03-30
201703,302840000,E,농어(냉동)(디센트라르쿠스종),수출,194,5062,202,5256,2017-03-30
201703,302850000,E,돔(신선 또는 냉장)(스파리대과),수출,126,2044,336,5104,2017-03-30
201703,302891000,E,방어(신선 또는 냉장),수출,860,5740,298243,684385,2017-03-30
201703,302892000,E,갈치(신선 또는 냉장),수출,77,2543,257,7966,2017-03-30
201703,302893000,E,붕장어(신선 또는 냉장),수출,144,5665,532,16595,2017-03-30
201703,302895000,E,꽁치(신선 또는 냉장)(학꽁치를 포함한다),수출,10729,65102,61558,339476,2017-03-30
201703,302896000,E,돔(신선 또는 냉장)(스파리대과를 제외한다),수출,244,5690,659,16557,2017-03-30
201703,302899020,E,복어(신선 또는 냉장),수출,1323,32899,2804,87171,2017-03-30
201703,302899040,E,아귀(신선 또는 냉장),수출,2295,6582,337436,1078935,2017-03-30
201703,302899090,E,기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타),수출,133884,2114346,245603,3634453,2017-03-30
201703,302912000,E,어란(魚卵)ㆍ어백(魚白),수출,0,0,50,496,2017-03-30
201703,303110000,E,소크아이 연어(홍연어/옹코링쿠스 넬카),수출,3,5,77403,526325,2017-03-30
201703,303120000,E,그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스),수출,254548,702038,714671,2281175,2017-03-30
201703,303130000,E,대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코),수출,0,0,19865,136568,2017-03-30
201703,303140000,E,송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터),수출,0,0,20640,22454,2017-03-30
201703,303190000,E,연어(기타),수출,18,176,18,176,2017-03-30
201703,303230000,E,틸라피아(냉동)(오레오크로미스종),수출,0,0,1500,16476,2017-03-30
201703,303260000,E,뱀장어(냉동)(앵귈라종),수출,23742,19301,23742,19301,2017-03-30
201703,303290000,E,연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외),수출,40,747,40,747,2017-03-30
201703,303310000,E,넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스),수출,2178,8413,91257,1177550,2017-03-30
201703,303320000,E,가자미(플루로넥테스 플라테사),수출,265655,329717,267075,340768,2017-03-30
201703,303390000,E,넙치류(간장/ 어란제외/냉동/피레트/ 어육제외),수출,295661,1279168,500919,1727705,2017-03-30
201703,303410000,E,날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동),수출,75804,267395,332268,951788,2017-03-30
201703,303420000,E,황다랑어(터너스 알바카레스/냉동),수출,4643788,9509284,10689443,22272785,2017-03-30
201703,303430000,E,가다랑어 또는 줄무늬버니토우(냉동),수출,9400280,12588020,21083103,28706311,2017-03-30
201703,303440000,E,눈다랑어(냉동),수출,481307,1199784,1174812,3948772,2017-03-30
201703,303451000,E,대서양 참다랑어(냉동)(터너스 티너스),수출,0,0,1814,27385,2017-03-30
201703,303452000,E,태평양 참다랑어(냉동)(터너스 오리엔탈리스),수출,150022,488690,150129,490966,2017-03-30
201703,303460000,E,남방참다랑어(터너스맥코이/냉동),수출,99510,1102112,99510,1102112,2017-03-30
201703,303490000,E,기타(냉동),수출,8226,17914,115390,169354,2017-03-30
201703,303510000,E,청어(클루페아 하렌구스/클루페아 팔라시),수출,103821,59617,382718,248824,2017-03-30
201703,303530000,E,정어리(냉동)(사르디나 필차르두스/사르디노프스종),수출,53055,69514,211587,243944,2017-03-30
201703,303540000,E,고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스),수출,323975,431528,3749218,4316272,2017-03-30
201703,303550000,E,전갱이(냉동)(트라커러스종),수출,460629,892032,2379611,3107258,2017-03-30
201703,303570000,E,황새치(자이피어스글래디어스),수출,406783,2278724,910167,4916238,2017-03-30
201703,303591000,E,삼치[스콤버로모러스(Scomberomorus)종],수출,908553,3102611,3538741,11058732,2017-03-30
201703,303592000,E,꽁치[콜로라비스 사이라(Cololabis saira)],수출,108,445,221219,243088,2017-03-30
201703,303599000,E,기타,수출,39054,119393,97207,310010,2017-03-30
201703,303630000,E,대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수출,807794,3018079,2095513,7715401,2017-03-30
201703,303660000,E,민대구(냉동)(메루키우스종 등 2종),수출,215674,311057,793807,1044573,2017-03-30
201703,303670000,E,명태(냉동)(테라그라 찰코그라마),수출,177574,388962,1148277,1606075,2017-03-30
201703,303691000,E,새꼬리민태(냉동),수출,80712,112493,99749,134991,2017-03-30
201703,303699000,E,기타(냉동)(새꼬리민태 외 기타),수출,0,0,6850,20498,2017-03-30
201703,303810000,E,곱상어와 기타 상어(냉동),수출,1680,4860,30757,26268,2017-03-30
201703,303821000,E,가오리(냉동),수출,16380,12285,214380,239935,2017-03-30
201703,303822000,E,홍어(냉동),수출,0,0,225,5809,2017-03-30
201703,303830000,E,이빨고기(냉동)(디소스티쿠스종),수출,179246,5691664,668967,21097758,2017-03-30
